ticket_id,opened_at,resolved_at,requester_id,assigned_group,category,subcategory,priority,channel,resolution_hours,sla_target_hours,sla_met,reopened,csat_score,first_contact_resolution
INC-30378,2026-01-07T04:00,2026-01-07T07:25,U0218,Infrastructure,Server,Patch Failure,P3,Monitoring,3.42,24,Yes,No,5,No
INC-30379,2026-05-25T01:00,2026-05-25T03:00,U0031,Infrastructure,Network,DHCP,P3,Portal,2.01,24,Yes,No,5,Yes
INC-30380,2026-02-06T12:00,2026-02-06T21:25,U0038,Cloud Operations,Microsoft 365,Teams,P3,Portal,9.43,24,Yes,No,3,Yes
INC-30381,2026-05-23T11:00,2026-05-23T18:48,U0136,Cloud Operations,Endpoint,Windows Update,P4,Monitoring,7.8,72,Yes,No,5,No
INC-30382,2026-01-05T20:00,2026-01-06T05:36,U0042,Service Desk,Cloud,Storage,P2,Monitoring,9.6,8,No,No,5,Yes
INC-30383,2026-03-30T09:00,2026-03-30T16:16,U0250,Service Desk,Cloud,Storage,P4,Email,7.27,72,Yes,No,5,Yes
INC-30384,2026-03-17T01:00,2026-03-17T17:44,U0216,Service Desk,Printing,Driver,P3,Monitoring,16.75,24,Yes,No,5,Yes
INC-30385,2026-05-11T04:00,2026-05-11T10:07,U0070,Service Desk,Endpoint,Slow Device,P2,Portal,6.13,8,Yes,No,4,Yes
INC-30386,2026-04-07T15:00,2026-04-07T17:02,U0194,Cloud Operations,Endpoint,Software Install,P3,Email,2.04,24,Yes,No,3,Yes
INC-30387,2026-01-30T08:00,2026-01-30T11:03,U0073,Security Operations,Identity and Access,MFA,P3,Phone,3.06,24,Yes,No,5,Yes
INC-30388,2026-02-14T13:00,2026-02-15T11:49,U0129,Infrastructure,Microsoft 365,Outlook,P3,Monitoring,22.82,24,Yes,No,3,Yes
INC-30389,2026-02-22T01:00,2026-02-22T06:15,U0175,Infrastructure,Security,Conditional Access,P2,Email,5.26,8,Yes,No,5,Yes
INC-30390,2026-06-28T22:00,2026-06-29T02:10,U0160,Security Operations,Server,Disk Capacity,P3,Monitoring,4.18,24,Yes,No,5,Yes
INC-30391,2026-02-22T08:00,2026-02-22T09:17,U0205,Service Desk,Security,Malware Alert,P2,Portal,1.28,8,Yes,No,4,No
INC-30392,2026-02-25T10:00,2026-02-25T16:43,U0046,Security Operations,Microsoft 365,OneDrive,P3,Monitoring,6.73,24,Yes,No,5,Yes
INC-30393,2026-02-18T06:00,2026-02-18T13:58,U0074,Security Operations,Microsoft 365,Shared Mailbox,P4,Email,7.97,72,Yes,No,5,No
INC-30394,2026-04-18T09:00,2026-04-18T15:39,U0225,Service Desk,Server,Disk Capacity,P2,Email,6.67,8,Yes,No,5,Yes
INC-30395,2026-02-06T06:00,2026-02-06T21:08,U0058,Security Operations,Cloud,Storage,P3,Portal,15.14,24,Yes,No,5,Yes
INC-30396,2026-06-09T00:00,2026-06-09T04:35,U0082,Cloud Operations,Microsoft 365,Shared Mailbox,P2,Email,4.59,8,Yes,No,5,Yes
INC-30397,2026-06-05T11:00,2026-06-05T14:28,U0154,Security Operations,Identity and Access,Password Reset,P3,Phone,3.48,24,Yes,No,5,Yes
INC-30398,2026-03-14T12:00,2026-03-14T23:17,U0163,Infrastructure,Identity and Access,Password Reset,P4,Email,11.29,72,Yes,No,5,Yes
INC-30399,2026-06-04T10:00,2026-06-04T20:57,U0213,Service Desk,Printing,Printer Offline,P3,Monitoring,10.97,24,Yes,No,4,Yes
INC-30400,2026-04-30T13:00,2026-04-30T23:05,U0248,Security Operations,Printing,Queue,P3,Monitoring,10.09,24,Yes,No,5,No
INC-30401,2026-03-10T02:00,2026-03-10T11:11,U0171,Cloud Operations,Microsoft 365,Outlook,P4,Email,9.19,72,Yes,No,4,Yes
INC-30402,2026-04-19T08:00,2026-04-19T19:03,U0185,Service Desk,Microsoft 365,Shared Mailbox,P4,Email,11.06,72,Yes,No,5,No
INC-30403,2026-02-03T14:00,2026-02-04T13:38,U0140,Infrastructure,Identity and Access,Access Request,P3,Email,23.64,24,Yes,No,4,No
INC-30404,2026-07-17T05:00,2026-07-17T11:21,U0079,Service Desk,Identity and Access,Access Request,P3,Monitoring,6.35,24,Yes,No,4,Yes
INC-30405,2026-07-05T11:00,2026-07-05T22:59,U0046,Security Operations,Printing,Queue,P3,Phone,12.0,24,Yes,No,5,Yes
INC-30406,2026-05-30T02:00,2026-05-30T17:31,U0163,Cloud Operations,Printing,Driver,P3,Portal,15.52,24,Yes,No,3,Yes
INC-30407,2026-01-06T22:00,2026-01-07T17:11,U0140,Service Desk,Printing,Driver,P2,Monitoring,19.2,8,No,No,3,Yes
INC-30408,2026-05-24T21:00,2026-05-25T04:25,U0051,Security Operations,Network,VPN,P3,Phone,7.43,24,Yes,No,5,Yes
INC-30409,2026-05-16T10:00,2026-05-17T03:04,U0069,Cloud Operations,Identity and Access,Account Lockout,P4,Monitoring,17.07,72,Yes,No,3,No
INC-30410,2026-05-22T20:00,2026-05-23T00:00,U0210,Cloud Operations,Identity and Access,Account Lockout,P1,Email,4.0,4,No,No,5,Yes
INC-30411,2026-05-14T22:00,2026-05-15T05:03,U0239,Security Operations,Network,DNS,P3,Monitoring,7.07,24,Yes,No,4,Yes
INC-30412,2026-04-19T22:00,2026-04-20T06:17,U0201,Security Operations,Endpoint,BitLocker,P3,Email,8.29,24,Yes,No,4,Yes
INC-30413,2026-01-10T02:00,2026-01-10T14:18,U0159,Service Desk,Printing,Driver,P1,Monitoring,12.31,4,No,Yes,5,Yes
INC-30414,2026-06-05T04:00,2026-06-05T14:30,U0050,Infrastructure,Server,Backup,P3,Phone,10.51,24,Yes,No,4,Yes
INC-30415,2026-02-19T09:00,2026-02-19T18:09,U0118,Service Desk,Identity and Access,Password Reset,P3,Email,9.15,24,Yes,No,4,Yes
INC-30416,2026-06-19T00:00,2026-06-19T05:22,U0204,Service Desk,Server,Backup,P4,Portal,5.38,72,Yes,No,5,Yes
INC-30417,2026-05-24T15:00,2026-05-25T02:09,U0042,Infrastructure,Printing,Queue,P4,Portal,11.17,72,Yes,No,5,Yes
INC-30418,2026-01-12T01:00,2026-01-12T12:17,U0041,Cloud Operations,Microsoft 365,Outlook,P4,Email,11.28,72,Yes,No,5,Yes
INC-30419,2026-06-25T00:00,2026-06-25T01:28,U0008,Cloud Operations,Endpoint,Software Install,P3,Email,1.47,24,Yes,No,5,No
INC-30420,2026-04-02T16:00,2026-04-03T11:59,U0142,Cloud Operations,Cloud,Storage,P3,Monitoring,19.99,24,Yes,No,5,No
INC-30421,2026-03-27T16:00,2026-03-29T07:27,U0247,Security Operations,Endpoint,Slow Device,P3,Phone,39.47,24,No,No,4,No
INC-30422,2026-06-16T20:00,2026-06-17T01:32,U0209,Cloud Operations,Printing,Driver,P4,Portal,5.54,72,Yes,No,5,Yes
INC-30423,2026-05-01T19:00,2026-05-02T12:13,U0228,Service Desk,Server,Patch Failure,P4,Monitoring,17.22,72,Yes,No,5,No
INC-30424,2026-07-01T09:00,2026-07-01T16:18,U0063,Service Desk,Server,Service Down,P3,Phone,7.3,24,Yes,No,4,Yes
INC-30425,2026-04-20T01:00,2026-04-20T04:29,U0083,Infrastructure,Identity and Access,Password Reset,P4,Monitoring,3.49,72,Yes,No,4,Yes
INC-30426,2026-02-05T11:00,2026-02-06T00:42,U0166,Security Operations,Cloud,Storage,P4,Phone,13.7,72,Yes,No,4,Yes
INC-30427,2026-06-18T22:00,2026-06-19T03:52,U0116,Infrastructure,Security,Conditional Access,P2,Phone,5.87,8,Yes,No,4,Yes
INC-30428,2026-04-08T15:00,2026-04-09T08:07,U0216,Security Operations,Identity and Access,Password Reset,P3,Portal,17.12,24,Yes,No,3,Yes
INC-30429,2026-02-02T19:00,2026-02-02T21:31,U0103,Service Desk,Printing,Driver,P4,Phone,2.52,72,Yes,No,3,Yes
INC-30430,2026-06-05T11:00,2026-06-05T16:20,U0008,Infrastructure,Security,Phishing,P4,Portal,5.34,72,Yes,No,4,No
INC-30431,2026-05-30T01:00,2026-05-30T02:26,U0002,Service Desk,Network,Wi-Fi,P3,Portal,1.44,24,Yes,No,4,Yes
INC-30432,2026-04-23T17:00,2026-04-23T21:59,U0118,Service Desk,Printing,Printer Offline,P3,Phone,4.99,24,Yes,No,5,No
INC-30433,2026-05-22T09:00,2026-05-22T17:28,U0123,Security Operations,Security,Malware Alert,P4,Phone,8.47,72,Yes,No,5,Yes
INC-30434,2026-04-01T09:00,2026-04-01T11:35,U0063,Infrastructure,Cloud,EC2,P4,Portal,2.59,72,Yes,No,3,Yes
INC-30435,2026-03-16T02:00,2026-03-16T07:12,U0054,Cloud Operations,Security,Malware Alert,P4,Monitoring,5.22,72,Yes,No,5,Yes
INC-30436,2026-02-14T17:00,2026-02-14T23:14,U0159,Infrastructure,Network,DHCP,P4,Email,6.24,72,Yes,No,5,Yes
INC-30437,2026-04-16T04:00,2026-04-16T15:56,U0068,Service Desk,Microsoft 365,Outlook,P2,Phone,11.95,8,No,No,4,Yes
INC-30438,2026-05-28T09:00,2026-05-28T14:54,U0167,Security Operations,Server,Backup,P2,Email,5.9,8,Yes,No,5,Yes
INC-30439,2026-04-05T12:00,2026-04-05T17:40,U0030,Service Desk,Security,Phishing,P3,Phone,5.68,24,Yes,No,5,Yes
INC-30440,2026-03-19T15:00,2026-03-20T06:54,U0053,Infrastructure,Printing,Printer Offline,P3,Phone,15.92,24,Yes,No,5,Yes
INC-30441,2026-01-02T09:00,2026-01-03T17:44,U0190,Cloud Operations,Microsoft 365,Teams,P3,Email,32.74,24,No,No,3,Yes
INC-30442,2026-04-24T17:00,2026-04-24T19:28,U0086,Service Desk,Security,Phishing,P2,Phone,2.48,8,Yes,No,4,Yes
INC-30443,2026-01-04T15:00,2026-01-05T01:03,U0064,Security Operations,Server,Disk Capacity,P4,Portal,10.07,72,Yes,No,5,Yes
INC-30444,2026-04-10T13:00,2026-04-10T17:56,U0025,Service Desk,Network,Wi-Fi,P3,Phone,4.95,24,Yes,No,5,Yes
INC-30445,2026-07-06T14:00,2026-07-06T18:32,U0212,Cloud Operations,Cloud,IAM,P4,Phone,4.55,72,Yes,No,5,No
INC-30446,2026-06-15T15:00,2026-06-15T23:44,U0038,Security Operations,Microsoft 365,Teams,P3,Email,8.75,24,Yes,No,3,Yes
INC-30447,2026-05-28T08:00,2026-05-28T14:50,U0071,Security Operations,Server,Service Down,P3,Phone,6.85,24,Yes,No,4,No
INC-30448,2026-05-14T19:00,2026-05-15T00:43,U0149,Cloud Operations,Printing,Driver,P4,Portal,5.72,72,Yes,No,5,Yes
INC-30449,2026-04-29T18:00,2026-04-29T19:58,U0134,Cloud Operations,Cloud,Azure VM,P2,Phone,1.97,8,Yes,No,3,No
INC-30450,2026-01-06T15:00,2026-01-06T19:06,U0014,Security Operations,Security,Malware Alert,P2,Portal,4.11,8,Yes,No,5,No
INC-30451,2026-01-18T08:00,2026-01-18T16:41,U0144,Infrastructure,Cloud,EC2,P2,Phone,8.69,8,No,No,5,Yes
INC-30452,2026-07-20T02:00,2026-07-20T04:59,U0099,Security Operations,Microsoft 365,Shared Mailbox,P3,Portal,2.99,24,Yes,No,4,Yes
INC-30453,2026-03-01T11:00,2026-03-01T15:45,U0175,Infrastructure,Printing,Queue,P4,Email,4.75,72,Yes,No,4,Yes
INC-30454,2026-01-30T13:00,2026-01-31T00:44,U0097,Security Operations,Cloud,EC2,P3,Email,11.75,24,Yes,No,5,Yes
INC-30455,2026-05-03T09:00,2026-05-03T11:40,U0119,Service Desk,Security,Conditional Access,P3,Portal,2.67,24,Yes,No,5,Yes
INC-30456,2026-02-18T07:00,2026-02-18T16:37,U0159,Cloud Operations,Cloud,EC2,P4,Monitoring,9.63,72,Yes,No,5,Yes
INC-30457,2026-06-27T03:00,2026-06-27T06:55,U0167,Service Desk,Security,Malware Alert,P4,Portal,3.93,72,Yes,No,5,Yes
INC-30458,2026-04-24T10:00,2026-04-24T20:12,U0184,Service Desk,Identity and Access,MFA,P2,Email,10.2,8,No,No,5,Yes
INC-30459,2026-02-23T03:00,2026-02-24T02:12,U0052,Service Desk,Cloud,EC2,P3,Portal,23.22,24,Yes,No,3,Yes
INC-30460,2026-03-26T17:00,2026-03-26T19:22,U0101,Service Desk,Network,VPN,P2,Phone,2.37,8,Yes,No,4,No
INC-30461,2026-07-06T22:00,2026-07-08T16:52,U0158,Service Desk,Cloud,Storage,P4,Email,42.87,72,Yes,No,4,Yes
INC-30462,2026-03-24T11:00,2026-03-24T22:15,U0123,Cloud Operations,Endpoint,BitLocker,P3,Portal,11.26,24,Yes,No,5,Yes
INC-30463,2026-04-05T06:00,2026-04-05T22:46,U0209,Security Operations,Printing,Printer Offline,P3,Portal,16.77,24,Yes,No,3,Yes
INC-30464,2026-01-05T02:00,2026-01-05T16:21,U0114,Service Desk,Cloud,IAM,P2,Email,14.36,8,No,No,5,Yes
INC-30465,2026-01-04T10:00,2026-01-05T06:31,U0090,Security Operations,Endpoint,Slow Device,P3,Email,20.52,24,Yes,No,4,Yes
INC-30466,2026-07-12T13:00,2026-07-13T02:57,U0201,Cloud Operations,Server,Backup,P3,Portal,13.97,24,Yes,No,5,Yes
INC-30467,2026-06-11T08:00,2026-06-11T16:28,U0083,Cloud Operations,Endpoint,Windows Update,P3,Portal,8.48,24,Yes,No,5,Yes
INC-30468,2026-02-03T06:00,2026-02-03T17:29,U0060,Infrastructure,Microsoft 365,Outlook,P3,Email,11.49,24,Yes,No,5,No
INC-30469,2026-05-24T17:00,2026-05-25T07:31,U0096,Service Desk,Microsoft 365,Teams,P2,Phone,14.52,8,No,No,5,Yes
INC-30470,2026-07-16T04:00,2026-07-16T11:52,U0058,Infrastructure,Network,DNS,P3,Monitoring,7.88,24,Yes,No,4,Yes
INC-30471,2026-01-09T14:00,2026-01-09T20:01,U0140,Service Desk,Microsoft 365,OneDrive,P3,Email,6.02,24,Yes,No,5,Yes
INC-30472,2026-06-19T16:00,2026-06-20T01:41,U0091,Cloud Operations,Network,DNS,P4,Portal,9.7,72,Yes,No,5,Yes
INC-30473,2026-01-25T12:00,2026-01-25T20:22,U0128,Infrastructure,Microsoft 365,Outlook,P2,Phone,8.37,8,No,Yes,4,No
INC-30474,2026-03-28T03:00,2026-03-28T18:48,U0239,Cloud Operations,Printing,Queue,P4,Portal,15.81,72,Yes,No,3,Yes
INC-30475,2026-04-01T02:00,2026-04-01T09:11,U0228,Service Desk,Identity and Access,MFA,P2,Email,7.2,8,Yes,No,5,Yes
INC-30476,2026-01-22T14:00,2026-01-23T10:07,U0157,Service Desk,Network,Wi-Fi,P3,Portal,20.12,24,Yes,No,5,No
INC-30477,2026-01-28T20:00,2026-01-29T02:00,U0010,Security Operations,Security,Conditional Access,P4,Email,6.0,72,Yes,No,5,Yes
INC-30478,2026-03-20T01:00,2026-03-20T04:00,U0098,Service Desk,Identity and Access,Access Request,P4,Portal,3.01,72,Yes,No,5,Yes
INC-30479,2026-05-28T00:00,2026-05-29T14:12,U0091,Infrastructure,Printing,Queue,P3,Monitoring,38.2,24,No,No,4,Yes
INC-30480,2026-01-04T18:00,2026-01-06T14:15,U0138,Service Desk,Network,VPN,P3,Email,44.27,24,No,No,3,Yes
INC-30481,2026-05-31T00:00,2026-05-31T04:28,U0228,Infrastructure,Endpoint,BitLocker,P3,Email,4.47,24,Yes,No,5,Yes
INC-30482,2026-01-27T13:00,2026-01-27T22:07,U0189,Cloud Operations,Microsoft 365,Teams,P3,Monitoring,9.13,24,Yes,No,4,No
INC-30483,2026-04-11T05:00,2026-04-11T08:02,U0129,Service Desk,Network,VPN,P3,Phone,3.04,24,Yes,No,5,No
INC-30484,2026-06-16T07:00,2026-06-16T15:29,U0142,Infrastructure,Cloud,EC2,P2,Phone,8.49,8,No,No,4,Yes
INC-30485,2026-03-22T13:00,2026-03-22T20:38,U0128,Service Desk,Security,Malware Alert,P3,Phone,7.64,24,Yes,No,4,No
INC-30486,2026-01-30T04:00,2026-01-30T14:48,U0221,Security Operations,Identity and Access,Access Request,P3,Monitoring,10.8,24,Yes,No,4,Yes
INC-30487,2026-05-28T11:00,2026-05-29T00:22,U0213,Cloud Operations,Identity and Access,MFA,P4,Portal,13.37,72,Yes,No,5,Yes
INC-30488,2026-05-27T06:00,2026-05-28T16:33,U0239,Cloud Operations,Identity and Access,Access Request,P4,Monitoring,34.56,72,Yes,No,5,No
INC-30489,2026-03-31T02:00,2026-03-31T05:21,U0071,Service Desk,Endpoint,Software Install,P4,Phone,3.36,72,Yes,No,5,Yes
INC-30490,2026-04-04T22:00,2026-04-05T01:14,U0198,Service Desk,Server,Disk Capacity,P3,Phone,3.24,24,Yes,No,4,No
INC-30491,2026-03-03T08:00,2026-03-03T15:03,U0248,Cloud Operations,Security,Malware Alert,P3,Email,7.06,24,Yes,No,5,No
INC-30492,2026-04-05T16:00,2026-04-05T23:21,U0202,Cloud Operations,Server,Patch Failure,P4,Monitoring,7.36,72,Yes,No,5,Yes
INC-30493,2026-01-18T06:00,2026-01-19T06:38,U0011,Infrastructure,Network,VPN,P2,Phone,24.64,8,No,No,3,Yes
INC-30494,2026-05-01T22:00,2026-05-02T04:37,U0114,Service Desk,Identity and Access,Password Reset,P3,Email,6.62,24,Yes,No,5,Yes
INC-30495,2026-05-23T07:00,2026-05-23T21:21,U0084,Cloud Operations,Microsoft 365,OneDrive,P3,Monitoring,14.36,24,Yes,No,4,Yes
INC-30496,2026-04-11T16:00,2026-04-12T08:57,U0131,Cloud Operations,Identity and Access,MFA,P3,Monitoring,16.96,24,Yes,No,3,Yes
INC-30497,2026-02-21T13:00,2026-02-22T04:20,U0138,Service Desk,Printing,Driver,P4,Portal,15.34,72,Yes,No,5,Yes
INC-30498,2026-05-31T20:00,2026-06-01T11:03,U0063,Cloud Operations,Server,Service Down,P3,Phone,15.05,24,Yes,No,4,No
INC-30499,2026-02-09T17:00,2026-02-10T15:08,U0021,Cloud Operations,Network,VPN,P3,Phone,22.15,24,Yes,No,5,Yes
INC-30500,2026-05-24T07:00,2026-05-24T20:12,U0138,Infrastructure,Network,DHCP,P3,Email,13.21,24,Yes,No,4,Yes
INC-30501,2026-02-10T14:00,2026-02-10T22:13,U0127,Infrastructure,Microsoft 365,Teams,P3,Monitoring,8.23,24,Yes,Yes,3,Yes
INC-30502,2026-07-09T15:00,2026-07-09T21:08,U0019,Infrastructure,Security,Conditional Access,P4,Monitoring,6.14,72,Yes,No,4,Yes
INC-30503,2026-07-10T10:00,2026-07-11T14:38,U0158,Service Desk,Network,VPN,P4,Portal,28.63,72,Yes,No,4,No
INC-30504,2026-05-20T21:00,2026-05-21T02:48,U0180,Infrastructure,Security,Conditional Access,P4,Email,5.8,72,Yes,No,5,No
INC-30505,2026-06-24T04:00,2026-06-24T16:17,U0083,Security Operations,Microsoft 365,Teams,P3,Phone,12.3,24,Yes,No,3,Yes
INC-30506,2026-06-18T17:00,2026-06-19T01:34,U0131,Security Operations,Server,Patch Failure,P2,Phone,8.57,8,No,No,4,No
INC-30507,2026-01-15T15:00,2026-01-15T20:39,U0043,Service Desk,Network,Wi-Fi,P3,Phone,5.66,24,Yes,No,4,No
INC-30508,2026-04-09T19:00,2026-04-10T05:28,U0053,Infrastructure,Cloud,EC2,P4,Portal,10.48,72,Yes,No,5,Yes
INC-30509,2026-03-08T22:00,2026-03-09T13:46,U0073,Security Operations,Identity and Access,Access Request,P3,Email,15.77,24,Yes,No,4,No
INC-30510,2026-02-11T06:00,2026-02-11T14:05,U0036,Cloud Operations,Security,Conditional Access,P4,Portal,8.09,72,Yes,No,3,No
INC-30511,2026-03-18T06:00,2026-03-18T14:16,U0162,Service Desk,Microsoft 365,OneDrive,P3,Portal,8.27,24,Yes,No,5,No
INC-30512,2026-04-19T17:00,2026-04-21T13:24,U0010,Service Desk,Network,DNS,P4,Email,44.41,72,Yes,No,4,Yes
INC-30513,2026-04-01T21:00,2026-04-03T10:10,U0073,Infrastructure,Security,Phishing,P3,Portal,37.18,24,No,No,5,No
INC-30514,2026-01-02T10:00,2026-01-02T18:58,U0046,Service Desk,Printing,Queue,P2,Phone,8.97,8,No,No,5,Yes
INC-30515,2026-04-30T08:00,2026-04-30T20:28,U0162,Security Operations,Security,Conditional Access,P3,Phone,12.48,24,Yes,No,4,Yes
INC-30516,2026-02-08T16:00,2026-02-08T23:27,U0109,Service Desk,Cloud,Azure VM,P3,Monitoring,7.46,24,Yes,No,5,Yes
INC-30517,2026-05-17T05:00,2026-05-17T12:20,U0126,Security Operations,Endpoint,Software Install,P4,Portal,7.34,72,Yes,No,5,Yes
INC-30518,2026-05-20T22:00,2026-05-21T02:03,U0106,Security Operations,Identity and Access,Access Request,P3,Monitoring,4.06,24,Yes,No,3,Yes
INC-30519,2026-03-17T01:00,2026-03-17T03:50,U0057,Infrastructure,Server,Service Down,P3,Portal,2.83,24,Yes,No,5,Yes
INC-30520,2026-02-14T10:00,2026-02-14T13:01,U0200,Cloud Operations,Identity and Access,Account Lockout,P4,Portal,3.03,72,Yes,No,5,Yes
INC-30521,2026-07-03T02:00,2026-07-03T18:46,U0184,Infrastructure,Network,Wi-Fi,P4,Email,16.77,72,Yes,No,4,Yes
INC-30522,2026-07-09T01:00,2026-07-09T07:19,U0041,Cloud Operations,Network,Wi-Fi,P4,Portal,6.33,72,Yes,No,5,Yes
INC-30523,2026-04-04T07:00,2026-04-04T13:16,U0210,Cloud Operations,Microsoft 365,Outlook,P4,Portal,6.28,72,Yes,No,5,Yes
INC-30524,2026-05-23T02:00,2026-05-24T01:56,U0039,Service Desk,Identity and Access,Access Request,P1,Email,23.94,4,No,No,4,No
INC-30525,2026-05-26T10:00,2026-05-26T17:42,U0249,Security Operations,Identity and Access,Access Request,P3,Phone,7.7,24,Yes,No,4,No
INC-30526,2026-07-11T19:00,2026-07-12T20:07,U0063,Security Operations,Cloud,EC2,P3,Monitoring,25.12,24,No,No,4,No
INC-30527,2026-02-07T07:00,2026-02-08T05:31,U0060,Security Operations,Security,Malware Alert,P3,Monitoring,22.52,24,Yes,No,5,Yes
INC-30528,2026-02-19T09:00,2026-02-19T17:01,U0037,Security Operations,Microsoft 365,Shared Mailbox,P2,Email,8.02,8,No,No,5,Yes
INC-30529,2026-04-17T15:00,2026-04-18T12:56,U0069,Infrastructure,Server,Backup,P4,Monitoring,21.93,72,Yes,No,5,Yes
INC-30530,2026-06-07T19:00,2026-06-08T07:18,U0194,Service Desk,Security,Phishing,P3,Portal,12.31,24,Yes,No,5,No
INC-30531,2026-02-09T03:00,2026-02-09T11:01,U0135,Security Operations,Identity and Access,MFA,P4,Monitoring,8.03,72,Yes,No,4,Yes
INC-30532,2026-04-11T18:00,2026-04-12T04:20,U0167,Infrastructure,Cloud,Azure VM,P3,Phone,10.34,24,Yes,No,4,No
INC-30533,2026-05-08T01:00,2026-05-08T05:41,U0192,Infrastructure,Cloud,Azure VM,P3,Monitoring,4.68,24,Yes,Yes,5,Yes
INC-30534,2026-06-10T22:00,2026-06-11T03:19,U0118,Cloud Operations,Microsoft 365,Outlook,P4,Portal,5.33,72,Yes,No,5,Yes
INC-30535,2026-04-30T22:00,2026-05-01T03:44,U0095,Security Operations,Network,Wi-Fi,P3,Email,5.75,24,Yes,No,4,Yes
INC-30536,2026-03-16T05:00,2026-03-16T13:58,U0134,Security Operations,Cloud,IAM,P3,Phone,8.97,24,Yes,No,5,No
INC-30537,2026-06-11T22:00,2026-06-12T02:44,U0224,Service Desk,Network,Wi-Fi,P3,Portal,4.74,24,Yes,No,3,Yes
INC-30538,2026-05-31T09:00,2026-05-31T14:13,U0031,Infrastructure,Printing,Driver,P4,Monitoring,5.23,72,Yes,No,5,Yes
INC-30539,2026-05-02T12:00,2026-05-02T18:19,U0155,Infrastructure,Cloud,Azure VM,P4,Phone,6.33,72,Yes,No,5,Yes
INC-30540,2026-06-17T14:00,2026-06-17T23:19,U0090,Infrastructure,Cloud,EC2,P4,Phone,9.32,72,Yes,No,5,Yes
INC-30541,2026-05-26T02:00,2026-05-26T06:19,U0239,Service Desk,Network,DNS,P3,Monitoring,4.33,24,Yes,No,4,Yes
INC-30542,2026-04-17T06:00,2026-04-17T12:30,U0236,Service Desk,Server,Patch Failure,P2,Portal,6.51,8,Yes,No,5,Yes
INC-30543,2026-01-16T07:00,2026-01-16T09:09,U0008,Security Operations,Cloud,Storage,P3,Monitoring,2.16,24,Yes,No,5,No
INC-30544,2026-07-06T13:00,2026-07-06T14:30,U0223,Infrastructure,Microsoft 365,Outlook,P2,Monitoring,1.5,8,Yes,No,3,Yes
INC-30545,2026-01-22T14:00,2026-01-22T16:56,U0005,Cloud Operations,Server,Patch Failure,P2,Email,2.95,8,Yes,No,5,No
INC-30546,2026-05-06T08:00,2026-05-06T11:47,U0172,Service Desk,Identity and Access,Password Reset,P4,Email,3.79,72,Yes,No,5,Yes
INC-30547,2026-04-02T08:00,2026-04-02T20:19,U0163,Service Desk,Microsoft 365,OneDrive,P3,Phone,12.32,24,Yes,No,3,Yes
INC-30548,2026-07-14T06:00,2026-07-14T13:44,U0024,Infrastructure,Microsoft 365,Outlook,P3,Email,7.74,24,Yes,No,5,No
INC-30549,2026-02-28T03:00,2026-02-28T09:51,U0186,Infrastructure,Identity and Access,Account Lockout,P3,Email,6.85,24,Yes,No,5,Yes
INC-30550,2026-01-19T12:00,2026-01-19T17:02,U0081,Security Operations,Printing,Printer Offline,P4,Email,5.04,72,Yes,No,4,Yes
INC-30551,2026-04-12T00:00,2026-04-12T04:30,U0149,Cloud Operations,Cloud,IAM,P4,Monitoring,4.51,72,Yes,No,5,No
INC-30552,2026-01-13T20:00,2026-01-14T02:25,U0175,Cloud Operations,Printing,Printer Offline,P3,Phone,6.42,24,Yes,No,5,Yes
INC-30553,2026-04-03T03:00,2026-04-03T08:04,U0067,Service Desk,Microsoft 365,Outlook,P3,Email,5.07,24,Yes,No,5,Yes
INC-30554,2026-05-08T09:00,2026-05-09T02:29,U0027,Cloud Operations,Printing,Printer Offline,P4,Email,17.5,72,Yes,No,4,Yes
INC-30555,2026-02-04T12:00,2026-02-04T17:06,U0048,Service Desk,Endpoint,Windows Update,P4,Monitoring,5.12,72,Yes,No,5,Yes
INC-30556,2026-05-17T15:00,2026-05-17T19:54,U0087,Security Operations,Security,Conditional Access,P4,Monitoring,4.91,72,Yes,No,4,No
INC-30557,2026-06-23T09:00,2026-06-23T16:09,U0132,Infrastructure,Microsoft 365,OneDrive,P3,Email,7.16,24,Yes,No,5,No
INC-30558,2026-02-14T16:00,2026-02-15T04:39,U0089,Security Operations,Server,Backup,P4,Email,12.67,72,Yes,No,5,Yes
INC-30559,2026-03-01T01:00,2026-03-01T07:04,U0040,Cloud Operations,Cloud,EC2,P3,Monitoring,6.07,24,Yes,No,3,Yes
INC-30560,2026-05-15T20:00,2026-05-17T01:31,U0181,Infrastructure,Network,VPN,P4,Monitoring,29.52,72,Yes,No,4,Yes
INC-30561,2026-04-22T23:00,2026-04-23T12:40,U0101,Service Desk,Cloud,IAM,P4,Monitoring,13.67,72,Yes,No,5,Yes
INC-30562,2026-03-03T03:00,2026-03-03T05:32,U0157,Security Operations,Network,VPN,P3,Email,2.55,24,Yes,No,4,Yes
INC-30563,2026-04-14T09:00,2026-04-14T15:48,U0039,Cloud Operations,Printing,Queue,P2,Monitoring,6.81,8,Yes,No,5,Yes
INC-30564,2026-05-25T06:00,2026-05-26T15:37,U0120,Service Desk,Endpoint,BitLocker,P3,Portal,33.63,24,No,No,5,No
INC-30565,2026-01-05T12:00,2026-01-05T21:32,U0117,Service Desk,Endpoint,Windows Update,P3,Monitoring,9.54,24,Yes,No,3,Yes
INC-30566,2026-03-30T14:00,2026-03-31T06:34,U0096,Security Operations,Microsoft 365,OneDrive,P3,Phone,16.57,24,Yes,No,4,No
