asset_tag,type,vendor,model,serial,location,assigned_to,status,warranty_end
AST-00605,Monitor,Apple,Pro,SN000000605,Remote,User-066,In Use,2029-01-10
AST-00606,Laptop,Zebra,Pro,SN000000606,Raleigh,User-069,In Use,2029-01-11
AST-00607,Dock,Lenovo,Enterprise,SN000000607,Charlotte,User-072,In Stock,2029-01-12
AST-00608,Laptop,Lenovo,Enterprise,SN000000608,Raleigh,User-075,Repair,2029-01-13
AST-00609,Laptop,Lenovo,Pro,SN000000609,Remote,User-078,In Use,2029-01-14
AST-00610,Printer,Dell,Enterprise,SN000000610,Raleigh,User-081,Repair,2029-01-15
AST-00611,Mobile,HP,Pro,SN000000611,Remote,User-084,In Use,2029-01-16
AST-00612,Laptop,Lenovo,Standard,SN000000612,Remote,User-087,In Use,2029-01-17
AST-00613,Monitor,HP,Standard,SN000000613,Raleigh,User-090,In Use,2029-01-18
AST-00614,Laptop,Apple,Enterprise,SN000000614,Remote,User-093,In Use,2029-01-19
AST-00615,Dock,Dell,Enterprise,SN000000615,Raleigh,User-096,In Use,2029-01-20
AST-00616,Printer,Dell,Pro,SN000000616,Remote,User-099,In Stock,2029-01-21
AST-00617,Monitor,Zebra,Enterprise,SN000000617,Raleigh,User-102,In Use,2029-01-22
AST-00618,Mobile,Apple,Enterprise,SN000000618,Remote,User-105,In Use,2029-01-23
AST-00619,Laptop,HP,Enterprise,SN000000619,Charlotte,User-108,In Stock,2029-01-24
AST-00620,Laptop,HP,Pro,SN000000620,Charlotte,User-111,In Stock,2029-01-25
AST-00621,Printer,HP,Enterprise,SN000000621,Remote,User-114,Repair,2029-01-26
AST-00622,Monitor,Dell,Pro,SN000000622,Raleigh,User-117,In Stock,2029-01-27
AST-00623,Laptop,Lenovo,Pro,SN000000623,Remote,User-120,In Use,2029-01-28
AST-00624,Printer,Apple,Standard,SN000000624,Charlotte,User-123,In Use,2029-01-29
AST-00625,Monitor,Dell,Standard,SN000000625,Raleigh,User-126,In Use,2029-01-30
AST-00626,Monitor,Dell,Standard,SN000000626,Remote,User-129,In Stock,2029-01-31
AST-00627,Mobile,Dell,Enterprise,SN000000627,Charlotte,User-132,In Stock,2029-02-01
AST-00628,Monitor,HP,Pro,SN000000628,Charlotte,User-135,Repair,2029-02-02
AST-00629,Dock,HP,Pro,SN000000629,Charlotte,User-138,In Stock,2029-02-03
AST-00630,Mobile,HP,Standard,SN000000630,Raleigh,User-141,In Use,2029-02-04
AST-00631,Monitor,Lenovo,Pro,SN000000631,Remote,User-144,Repair,2029-02-05
AST-00632,Dock,Dell,Pro,SN000000632,Raleigh,User-147,In Stock,2029-02-06
AST-00633,Dock,Zebra,Pro,SN000000633,Remote,User-150,In Use,2029-02-07
AST-00634,Laptop,Zebra,Pro,SN000000634,Charlotte,User-153,In Use,2029-02-08
AST-00635,Mobile,Lenovo,Enterprise,SN000000635,Remote,User-156,In Stock,2029-02-09
AST-00636,Monitor,Lenovo,Enterprise,SN000000636,Remote,User-159,In Stock,2029-02-10
AST-00637,Laptop,Zebra,Standard,SN000000637,Raleigh,User-162,In Use,2029-02-11
AST-00638,Mobile,Lenovo,Standard,SN000000638,Charlotte,User-165,In Use,2029-02-12
AST-00639,Mobile,HP,Pro,SN000000639,Remote,User-168,In Stock,2029-02-13
AST-00640,Dock,Zebra,Pro,SN000000640,Remote,User-171,In Use,2029-02-14
AST-00641,Dock,Dell,Enterprise,SN000000641,Raleigh,User-174,In Use,2029-02-15
AST-00642,Monitor,Apple,Pro,SN000000642,Raleigh,User-177,In Stock,2029-02-16
AST-00643,Laptop,HP,Pro,SN000000643,Raleigh,User-180,In Use,2029-02-17
AST-00644,Mobile,Zebra,Standard,SN000000644,Charlotte,User-183,Repair,2029-02-18
AST-00645,Printer,Apple,Enterprise,SN000000645,Remote,User-186,Repair,2029-02-19
AST-00646,Mobile,Apple,Standard,SN000000646,Raleigh,User-189,In Stock,2029-02-20
AST-00647,Printer,Lenovo,Pro,SN000000647,Remote,User-192,Repair,2029-02-21
AST-00648,Dock,Dell,Standard,SN000000648,Remote,User-195,In Use,2029-02-22
AST-00649,Mobile,Apple,Pro,SN000000649,Remote,User-198,Repair,2029-02-23
AST-00650,Printer,Dell,Standard,SN000000650,Remote,User-201,In Use,2029-02-24
AST-00651,Dock,Zebra,Enterprise,SN000000651,Remote,User-204,In Use,2029-02-25
AST-00652,Printer,HP,Standard,SN000000652,Remote,User-207,In Stock,2029-02-26
AST-00653,Laptop,Dell,Pro,SN000000653,Charlotte,User-210,In Stock,2029-02-27
AST-00654,Mobile,Apple,Standard,SN000000654,Raleigh,User-213,In Use,2029-02-28
AST-00655,Monitor,HP,Standard,SN000000655,Raleigh,User-216,In Stock,2029-03-01
AST-00656,Laptop,HP,Standard,SN000000656,Charlotte,User-219,Repair,2029-03-02
AST-00657,Laptop,HP,Standard,SN000000657,Remote,User-222,In Stock,2029-03-03
AST-00658,Laptop,Apple,Standard,SN000000658,Raleigh,User-225,In Use,2029-03-04
AST-00659,Mobile,Zebra,Enterprise,SN000000659,Raleigh,User-228,In Use,2029-03-05
AST-00660,Mobile,Apple,Pro,SN000000660,Remote,User-231,In Use,2029-03-06
AST-00661,Laptop,Apple,Standard,SN000000661,Raleigh,User-234,In Use,2029-03-07
AST-00662,Mobile,Lenovo,Pro,SN000000662,Remote,User-237,Repair,2029-03-08
AST-00663,Printer,Apple,Enterprise,SN000000663,Charlotte,User-240,In Stock,2029-03-09
AST-00664,Mobile,Zebra,Standard,SN000000664,Charlotte,User-243,In Use,2029-03-10
AST-00665,Monitor,Lenovo,Pro,SN000000665,Raleigh,User-246,In Use,2029-03-11
AST-00666,Printer,Zebra,Pro,SN000000666,Charlotte,User-249,In Use,2029-03-12
AST-00667,Monitor,Apple,Standard,SN000000667,Charlotte,User-002,In Use,2029-03-13
AST-00668,Dock,Apple,Standard,SN000000668,Raleigh,User-005,Repair,2029-03-14
AST-00669,Monitor,Apple,Standard,SN000000669,Raleigh,User-008,In Stock,2029-03-15
AST-00670,Mobile,Apple,Standard,SN000000670,Raleigh,User-011,Repair,2029-03-16
AST-00671,Monitor,HP,Pro,SN000000671,Remote,User-014,In Use,2029-03-17
AST-00672,Mobile,Dell,Pro,SN000000672,Remote,User-017,In Use,2029-03-18
AST-00673,Mobile,Dell,Standard,SN000000673,Raleigh,User-020,In Use,2029-03-19
AST-00674,Printer,Zebra,Pro,SN000000674,Remote,User-023,Repair,2029-03-20
AST-00675,Laptop,Apple,Enterprise,SN000000675,Remote,User-026,Repair,2029-03-21
AST-00676,Mobile,Dell,Pro,SN000000676,Raleigh,User-029,In Stock,2029-03-22
AST-00677,Laptop,Zebra,Pro,SN000000677,Remote,User-032,In Stock,2029-03-23
AST-00678,Mobile,Lenovo,Enterprise,SN000000678,Raleigh,User-035,In Use,2029-03-24
AST-00679,Monitor,Apple,Enterprise,SN000000679,Raleigh,User-038,In Use,2029-03-25
AST-00680,Monitor,Dell,Pro,SN000000680,Remote,User-041,In Stock,2029-03-26
AST-00681,Monitor,Zebra,Enterprise,SN000000681,Remote,User-044,Repair,2029-03-27
AST-00682,Mobile,Dell,Pro,SN000000682,Raleigh,User-047,In Use,2029-03-28
AST-00683,Laptop,Apple,Pro,SN000000683,Raleigh,User-050,In Use,2029-03-29
AST-00684,Printer,Lenovo,Pro,SN000000684,Raleigh,User-053,In Stock,2029-03-30
AST-00685,Dock,Dell,Enterprise,SN000000685,Raleigh,User-056,In Use,2029-03-31
AST-00686,Dock,Lenovo,Pro,SN000000686,Charlotte,User-059,Repair,2029-04-01
AST-00687,Dock,Lenovo,Enterprise,SN000000687,Charlotte,User-062,In Use,2029-04-02
AST-00688,Dock,Dell,Enterprise,SN000000688,Remote,User-065,Repair,2029-04-03
AST-00689,Monitor,HP,Standard,SN000000689,Remote,User-068,In Use,2029-04-04
AST-00690,Monitor,HP,Enterprise,SN000000690,Raleigh,User-071,Repair,2029-04-05
AST-00691,Dock,Lenovo,Pro,SN000000691,Remote,User-074,In Use,2029-04-06
AST-00692,Printer,Zebra,Pro,SN000000692,Charlotte,User-077,In Use,2029-04-07
AST-00693,Dock,Lenovo,Standard,SN000000693,Charlotte,User-080,In Use,2029-04-08
AST-00694,Mobile,Zebra,Enterprise,SN000000694,Charlotte,User-083,In Stock,2029-04-09
AST-00695,Dock,Apple,Pro,SN000000695,Charlotte,User-086,In Use,2029-04-10
AST-00696,Dock,Dell,Pro,SN000000696,Charlotte,User-089,In Use,2029-04-11
AST-00697,Printer,Lenovo,Pro,SN000000697,Remote,User-092,In Use,2029-04-12
AST-00698,Laptop,Lenovo,Enterprise,SN000000698,Raleigh,User-095,In Use,2029-04-13
AST-00699,Mobile,Lenovo,Enterprise,SN000000699,Remote,User-098,In Use,2029-04-14
AST-00700,Dock,Zebra,Enterprise,SN000000700,Charlotte,User-101,Repair,2029-04-15
