asset_tag,hostname,user_id,model,os,department,site,encryption,compliance,last_checkin
LT-00372,NSR-LT-0372,User-105,Dell Latitude 5440,Windows 11 24H2,IT,Remote,Not Encrypted,Compliant,2026-07-16T12:00
LT-00373,NSR-LT-0373,User-112,Dell Latitude 5440,Windows 11 24H2,HR,Raleigh,Encrypted,Compliant,2026-07-16T13:00
LT-00374,NSR-LT-0374,User-119,Lenovo T14 Gen 4,Windows 11 24H2,HR,Charlotte,Not Encrypted,Compliant,2026-07-16T14:00
LT-00375,NSR-LT-0375,User-126,Lenovo T14 Gen 4,Windows 11 24H2,Sales,Remote,Encrypted,Compliant,2026-07-16T15:00
LT-00376,NSR-LT-0376,User-133,HP EliteBook 840 G10,Windows 11 23H2,HR,Remote,Encrypted,Noncompliant,2026-07-16T16:00
LT-00377,NSR-LT-0377,User-140,HP EliteBook 840 G10,Windows 11 24H2,Finance,Charlotte,Encrypted,Compliant,2026-07-16T17:00
LT-00378,NSR-LT-0378,User-147,HP EliteBook 840 G10,Windows 11 24H2,Operations,Charlotte,Encrypted,Compliant,2026-07-16T18:00
LT-00379,NSR-LT-0379,User-154,Dell Latitude 5440,Windows 11 24H2,HR,Remote,Not Encrypted,Compliant,2026-07-16T19:00
LT-00380,NSR-LT-0380,User-161,Dell Latitude 5440,Windows 11 23H2,Operations,Remote,Encrypted,Compliant,2026-07-16T20:00
LT-00381,NSR-LT-0381,User-168,HP EliteBook 840 G10,Windows 11 23H2,Operations,Raleigh,Not Encrypted,Compliant,2026-07-16T21:00
LT-00382,NSR-LT-0382,User-175,Lenovo T14 Gen 4,Windows 11 23H2,IT,Remote,Encrypted,Noncompliant,2026-07-16T22:00
LT-00383,NSR-LT-0383,User-182,Dell Latitude 5440,Windows 11 23H2,Operations,Raleigh,Encrypted,Noncompliant,2026-07-16T23:00
LT-00384,NSR-LT-0384,User-189,Dell Latitude 5440,Windows 11 23H2,Sales,Raleigh,Encrypted,Noncompliant,2026-07-17T00:00
LT-00385,NSR-LT-0385,User-196,HP EliteBook 840 G10,Windows 11 24H2,Finance,Raleigh,Encrypted,Compliant,2026-07-17T01:00
LT-00386,NSR-LT-0386,User-203,Lenovo T14 Gen 4,Windows 11 24H2,IT,Remote,Encrypted,Noncompliant,2026-07-17T02:00
LT-00387,NSR-LT-0387,User-210,Dell Latitude 5440,Windows 11 23H2,Operations,Charlotte,Not Encrypted,Compliant,2026-07-17T03:00
LT-00388,NSR-LT-0388,User-217,Lenovo T14 Gen 4,Windows 11 24H2,Operations,Raleigh,Encrypted,Noncompliant,2026-07-17T04:00
LT-00389,NSR-LT-0389,User-224,Lenovo T14 Gen 4,Windows 11 23H2,Operations,Raleigh,Encrypted,Noncompliant,2026-07-17T05:00
LT-00390,NSR-LT-0390,User-231,HP EliteBook 840 G10,Windows 11 23H2,HR,Raleigh,Encrypted,Noncompliant,2026-07-17T06:00
LT-00391,NSR-LT-0391,User-238,Lenovo T14 Gen 4,Windows 11 23H2,Operations,Raleigh,Encrypted,Noncompliant,2026-07-17T07:00
LT-00392,NSR-LT-0392,User-245,HP EliteBook 840 G10,Windows 11 23H2,IT,Charlotte,Encrypted,Compliant,2026-07-17T08:00
LT-00393,NSR-LT-0393,User-002,Lenovo T14 Gen 4,Windows 11 24H2,Marketing,Charlotte,Not Encrypted,Compliant,2026-07-17T09:00
LT-00394,NSR-LT-0394,User-009,Lenovo T14 Gen 4,Windows 11 23H2,HR,Remote,Not Encrypted,Compliant,2026-07-17T10:00
LT-00395,NSR-LT-0395,User-016,Lenovo T14 Gen 4,Windows 11 24H2,Sales,Raleigh,Encrypted,Noncompliant,2026-07-17T11:00
LT-00396,NSR-LT-0396,User-023,HP EliteBook 840 G10,Windows 11 23H2,HR,Remote,Not Encrypted,Noncompliant,2026-07-17T12:00
LT-00397,NSR-LT-0397,User-030,Lenovo T14 Gen 4,Windows 11 24H2,IT,Charlotte,Encrypted,Compliant,2026-07-17T13:00
LT-00398,NSR-LT-0398,User-037,Dell Latitude 5440,Windows 11 23H2,Marketing,Remote,Encrypted,Compliant,2026-07-17T14:00
LT-00399,NSR-LT-0399,User-044,Lenovo T14 Gen 4,Windows 11 23H2,IT,Remote,Not Encrypted,Compliant,2026-07-17T15:00
LT-00400,NSR-LT-0400,User-051,HP EliteBook 840 G10,Windows 11 23H2,Finance,Charlotte,Encrypted,Compliant,2026-07-01T00:00
LT-00401,NSR-LT-0401,User-058,Lenovo T14 Gen 4,Windows 11 23H2,HR,Raleigh,Not Encrypted,Noncompliant,2026-07-01T01:00
LT-00402,NSR-LT-0402,User-065,Lenovo T14 Gen 4,Windows 11 23H2,Operations,Charlotte,Not Encrypted,Compliant,2026-07-01T02:00
LT-00403,NSR-LT-0403,User-072,HP EliteBook 840 G10,Windows 11 24H2,Finance,Charlotte,Encrypted,Compliant,2026-07-01T03:00
LT-00404,NSR-LT-0404,User-079,HP EliteBook 840 G10,Windows 11 24H2,HR,Charlotte,Not Encrypted,Compliant,2026-07-01T04:00
LT-00405,NSR-LT-0405,User-086,HP EliteBook 840 G10,Windows 11 23H2,HR,Remote,Not Encrypted,Compliant,2026-07-01T05:00
LT-00406,NSR-LT-0406,User-093,Dell Latitude 5440,Windows 11 24H2,Finance,Remote,Encrypted,Compliant,2026-07-01T06:00
LT-00407,NSR-LT-0407,User-100,HP EliteBook 840 G10,Windows 11 23H2,Marketing,Charlotte,Encrypted,Compliant,2026-07-01T07:00
LT-00408,NSR-LT-0408,User-107,Lenovo T14 Gen 4,Windows 11 23H2,Operations,Remote,Not Encrypted,Noncompliant,2026-07-01T08:00
LT-00409,NSR-LT-0409,User-114,Dell Latitude 5440,Windows 11 24H2,Marketing,Charlotte,Encrypted,Noncompliant,2026-07-01T09:00
LT-00410,NSR-LT-0410,User-121,HP EliteBook 840 G10,Windows 11 23H2,Marketing,Remote,Encrypted,Noncompliant,2026-07-01T10:00
LT-00411,NSR-LT-0411,User-128,Lenovo T14 Gen 4,Windows 11 24H2,HR,Charlotte,Encrypted,Compliant,2026-07-01T11:00
LT-00412,NSR-LT-0412,User-135,HP EliteBook 840 G10,Windows 11 23H2,IT,Charlotte,Encrypted,Compliant,2026-07-01T12:00
LT-00413,NSR-LT-0413,User-142,HP EliteBook 840 G10,Windows 11 23H2,HR,Charlotte,Encrypted,Noncompliant,2026-07-01T13:00
LT-00414,NSR-LT-0414,User-149,Lenovo T14 Gen 4,Windows 11 24H2,IT,Raleigh,Not Encrypted,Compliant,2026-07-01T14:00
LT-00415,NSR-LT-0415,User-156,HP EliteBook 840 G10,Windows 11 24H2,HR,Remote,Encrypted,Compliant,2026-07-01T15:00
LT-00416,NSR-LT-0416,User-163,Lenovo T14 Gen 4,Windows 11 23H2,Marketing,Charlotte,Encrypted,Compliant,2026-07-01T16:00
LT-00417,NSR-LT-0417,User-170,Dell Latitude 5440,Windows 11 24H2,Finance,Charlotte,Encrypted,Compliant,2026-07-01T17:00
LT-00418,NSR-LT-0418,User-177,Lenovo T14 Gen 4,Windows 11 24H2,HR,Remote,Encrypted,Noncompliant,2026-07-01T18:00
LT-00419,NSR-LT-0419,User-184,HP EliteBook 840 G10,Windows 11 23H2,HR,Remote,Encrypted,Compliant,2026-07-01T19:00
LT-00420,NSR-LT-0420,User-191,HP EliteBook 840 G10,Windows 11 24H2,Sales,Charlotte,Encrypted,Noncompliant,2026-07-01T20:00
LT-00421,NSR-LT-0421,User-198,Lenovo T14 Gen 4,Windows 11 23H2,Operations,Charlotte,Not Encrypted,Compliant,2026-07-01T21:00
LT-00422,NSR-LT-0422,User-205,Dell Latitude 5440,Windows 11 24H2,IT,Remote,Not Encrypted,Noncompliant,2026-07-01T22:00
LT-00423,NSR-LT-0423,User-212,Lenovo T14 Gen 4,Windows 11 24H2,HR,Remote,Not Encrypted,Noncompliant,2026-07-01T23:00
LT-00424,NSR-LT-0424,User-219,Dell Latitude 5440,Windows 11 23H2,IT,Charlotte,Encrypted,Compliant,2026-07-02T00:00
LT-00425,NSR-LT-0425,User-226,Dell Latitude 5440,Windows 11 24H2,Sales,Remote,Encrypted,Compliant,2026-07-02T01:00
LT-00426,NSR-LT-0426,User-233,HP EliteBook 840 G10,Windows 11 24H2,IT,Remote,Encrypted,Compliant,2026-07-02T02:00
LT-00427,NSR-LT-0427,User-240,HP EliteBook 840 G10,Windows 11 24H2,IT,Charlotte,Not Encrypted,Compliant,2026-07-02T03:00
LT-00428,NSR-LT-0428,User-247,HP EliteBook 840 G10,Windows 11 23H2,Marketing,Remote,Encrypted,Compliant,2026-07-02T04:00
LT-00429,NSR-LT-0429,User-004,Dell Latitude 5440,Windows 11 24H2,Operations,Raleigh,Encrypted,Noncompliant,2026-07-02T05:00
LT-00430,NSR-LT-0430,User-011,Dell Latitude 5440,Windows 11 23H2,Sales,Remote,Encrypted,Noncompliant,2026-07-02T06:00
LT-00431,NSR-LT-0431,User-018,Dell Latitude 5440,Windows 11 23H2,Sales,Charlotte,Encrypted,Compliant,2026-07-02T07:00
LT-00432,NSR-LT-0432,User-025,Lenovo T14 Gen 4,Windows 11 24H2,IT,Remote,Encrypted,Compliant,2026-07-02T08:00
LT-00433,NSR-LT-0433,User-032,Lenovo T14 Gen 4,Windows 11 24H2,Operations,Remote,Encrypted,Compliant,2026-07-02T09:00
LT-00434,NSR-LT-0434,User-039,Dell Latitude 5440,Windows 11 24H2,Finance,Raleigh,Encrypted,Compliant,2026-07-02T10:00
LT-00435,NSR-LT-0435,User-046,Dell Latitude 5440,Windows 11 23H2,Marketing,Raleigh,Encrypted,Noncompliant,2026-07-02T11:00
LT-00436,NSR-LT-0436,User-053,HP EliteBook 840 G10,Windows 11 23H2,IT,Remote,Encrypted,Noncompliant,2026-07-02T12:00
LT-00437,NSR-LT-0437,User-060,HP EliteBook 840 G10,Windows 11 24H2,Finance,Remote,Encrypted,Noncompliant,2026-07-02T13:00
LT-00438,NSR-LT-0438,User-067,Lenovo T14 Gen 4,Windows 11 24H2,Marketing,Raleigh,Not Encrypted,Noncompliant,2026-07-02T14:00
LT-00439,NSR-LT-0439,User-074,HP EliteBook 840 G10,Windows 11 23H2,Marketing,Charlotte,Not Encrypted,Compliant,2026-07-02T15:00
LT-00440,NSR-LT-0440,User-081,Dell Latitude 5440,Windows 11 24H2,Sales,Raleigh,Encrypted,Noncompliant,2026-07-02T16:00
LT-00441,NSR-LT-0441,User-088,HP EliteBook 840 G10,Windows 11 24H2,Operations,Raleigh,Encrypted,Noncompliant,2026-07-02T17:00
LT-00442,NSR-LT-0442,User-095,HP EliteBook 840 G10,Windows 11 23H2,Finance,Charlotte,Not Encrypted,Compliant,2026-07-02T18:00
LT-00443,NSR-LT-0443,User-102,Dell Latitude 5440,Windows 11 23H2,HR,Raleigh,Encrypted,Noncompliant,2026-07-02T19:00
LT-00444,NSR-LT-0444,User-109,Dell Latitude 5440,Windows 11 23H2,Marketing,Raleigh,Encrypted,Compliant,2026-07-02T20:00
LT-00445,NSR-LT-0445,User-116,Dell Latitude 5440,Windows 11 24H2,Operations,Charlotte,Encrypted,Compliant,2026-07-02T21:00
LT-00446,NSR-LT-0446,User-123,Dell Latitude 5440,Windows 11 24H2,Marketing,Raleigh,Encrypted,Noncompliant,2026-07-02T22:00
LT-00447,NSR-LT-0447,User-130,Lenovo T14 Gen 4,Windows 11 23H2,Marketing,Charlotte,Encrypted,Compliant,2026-07-02T23:00
LT-00448,NSR-LT-0448,User-137,HP EliteBook 840 G10,Windows 11 23H2,Sales,Remote,Encrypted,Noncompliant,2026-07-03T00:00
LT-00449,NSR-LT-0449,User-144,Dell Latitude 5440,Windows 11 23H2,Marketing,Raleigh,Encrypted,Noncompliant,2026-07-03T01:00
LT-00450,NSR-LT-0450,User-151,Lenovo T14 Gen 4,Windows 11 23H2,HR,Charlotte,Encrypted,Noncompliant,2026-07-03T02:00
LT-00451,NSR-LT-0451,User-158,Dell Latitude 5440,Windows 11 23H2,Finance,Raleigh,Encrypted,Compliant,2026-07-03T03:00
LT-00452,NSR-LT-0452,User-165,Dell Latitude 5440,Windows 11 24H2,Sales,Remote,Encrypted,Compliant,2026-07-03T04:00
LT-00453,NSR-LT-0453,User-172,Lenovo T14 Gen 4,Windows 11 23H2,IT,Remote,Encrypted,Noncompliant,2026-07-03T05:00
LT-00454,NSR-LT-0454,User-179,HP EliteBook 840 G10,Windows 11 23H2,Marketing,Remote,Encrypted,Noncompliant,2026-07-03T06:00
LT-00455,NSR-LT-0455,User-186,Lenovo T14 Gen 4,Windows 11 24H2,Sales,Charlotte,Encrypted,Compliant,2026-07-03T07:00
LT-00456,NSR-LT-0456,User-193,Dell Latitude 5440,Windows 11 24H2,Operations,Raleigh,Encrypted,Compliant,2026-07-03T08:00
LT-00457,NSR-LT-0457,User-200,Dell Latitude 5440,Windows 11 24H2,Marketing,Charlotte,Encrypted,Compliant,2026-07-03T09:00
LT-00458,NSR-LT-0458,User-207,Lenovo T14 Gen 4,Windows 11 23H2,Marketing,Raleigh,Encrypted,Compliant,2026-07-03T10:00
LT-00459,NSR-LT-0459,User-214,Lenovo T14 Gen 4,Windows 11 24H2,Operations,Remote,Encrypted,Compliant,2026-07-03T11:00
LT-00460,NSR-LT-0460,User-221,HP EliteBook 840 G10,Windows 11 24H2,Finance,Charlotte,Not Encrypted,Compliant,2026-07-03T12:00
LT-00461,NSR-LT-0461,User-228,Lenovo T14 Gen 4,Windows 11 23H2,Operations,Raleigh,Encrypted,Noncompliant,2026-07-03T13:00
LT-00462,NSR-LT-0462,User-235,Lenovo T14 Gen 4,Windows 11 24H2,Operations,Remote,Encrypted,Noncompliant,2026-07-03T14:00
LT-00463,NSR-LT-0463,User-242,Dell Latitude 5440,Windows 11 23H2,IT,Charlotte,Encrypted,Compliant,2026-07-03T15:00
LT-00464,NSR-LT-0464,User-249,Dell Latitude 5440,Windows 11 23H2,Finance,Raleigh,Encrypted,Noncompliant,2026-07-03T16:00
LT-00465,NSR-LT-0465,User-006,HP EliteBook 840 G10,Windows 11 24H2,Finance,Remote,Encrypted,Compliant,2026-07-03T17:00
LT-00466,NSR-LT-0466,User-013,Dell Latitude 5440,Windows 11 24H2,Finance,Remote,Encrypted,Compliant,2026-07-03T18:00
LT-00467,NSR-LT-0467,User-020,Lenovo T14 Gen 4,Windows 11 24H2,HR,Remote,Encrypted,Compliant,2026-07-03T19:00
LT-00468,NSR-LT-0468,User-027,Lenovo T14 Gen 4,Windows 11 24H2,Marketing,Charlotte,Encrypted,Compliant,2026-07-03T20:00
LT-00469,NSR-LT-0469,User-034,Dell Latitude 5440,Windows 11 24H2,Finance,Raleigh,Encrypted,Compliant,2026-07-03T21:00
LT-00470,NSR-LT-0470,User-041,Lenovo T14 Gen 4,Windows 11 23H2,Finance,Charlotte,Encrypted,Compliant,2026-07-03T22:00
LT-00471,NSR-LT-0471,User-048,Dell Latitude 5440,Windows 11 24H2,Operations,Remote,Encrypted,Compliant,2026-07-03T23:00
LT-00472,NSR-LT-0472,User-055,HP EliteBook 840 G10,Windows 11 23H2,Marketing,Raleigh,Encrypted,Compliant,2026-07-04T00:00
LT-00473,NSR-LT-0473,User-062,HP EliteBook 840 G10,Windows 11 24H2,Operations,Remote,Encrypted,Compliant,2026-07-04T01:00
LT-00474,NSR-LT-0474,User-069,Lenovo T14 Gen 4,Windows 11 23H2,HR,Raleigh,Encrypted,Compliant,2026-07-04T02:00
LT-00475,NSR-LT-0475,User-076,HP EliteBook 840 G10,Windows 11 23H2,Operations,Charlotte,Encrypted,Compliant,2026-07-04T03:00
LT-00476,NSR-LT-0476,User-083,Lenovo T14 Gen 4,Windows 11 23H2,Sales,Remote,Encrypted,Compliant,2026-07-04T04:00
LT-00477,NSR-LT-0477,User-090,Dell Latitude 5440,Windows 11 23H2,Finance,Raleigh,Encrypted,Noncompliant,2026-07-04T05:00
LT-00478,NSR-LT-0478,User-097,Dell Latitude 5440,Windows 11 23H2,Finance,Remote,Not Encrypted,Compliant,2026-07-04T06:00
LT-00479,NSR-LT-0479,User-104,HP EliteBook 840 G10,Windows 11 23H2,HR,Remote,Encrypted,Compliant,2026-07-04T07:00
LT-00480,NSR-LT-0480,User-111,Dell Latitude 5440,Windows 11 24H2,Finance,Remote,Encrypted,Compliant,2026-07-04T08:00
LT-00481,NSR-LT-0481,User-118,Dell Latitude 5440,Windows 11 23H2,HR,Charlotte,Not Encrypted,Compliant,2026-07-04T09:00
LT-00482,NSR-LT-0482,User-125,HP EliteBook 840 G10,Windows 11 24H2,Finance,Remote,Not Encrypted,Compliant,2026-07-04T10:00
LT-00483,NSR-LT-0483,User-132,HP EliteBook 840 G10,Windows 11 23H2,Operations,Remote,Encrypted,Compliant,2026-07-04T11:00
LT-00484,NSR-LT-0484,User-139,HP EliteBook 840 G10,Windows 11 24H2,IT,Raleigh,Encrypted,Compliant,2026-07-04T12:00
LT-00485,NSR-LT-0485,User-146,Dell Latitude 5440,Windows 11 23H2,HR,Charlotte,Encrypted,Compliant,2026-07-04T13:00
LT-00486,NSR-LT-0486,User-153,Lenovo T14 Gen 4,Windows 11 23H2,Operations,Charlotte,Not Encrypted,Compliant,2026-07-04T14:00
LT-00487,NSR-LT-0487,User-160,Dell Latitude 5440,Windows 11 23H2,IT,Charlotte,Not Encrypted,Noncompliant,2026-07-04T15:00
LT-00488,NSR-LT-0488,User-167,Dell Latitude 5440,Windows 11 23H2,Marketing,Raleigh,Encrypted,Compliant,2026-07-04T16:00
LT-00489,NSR-LT-0489,User-174,Dell Latitude 5440,Windows 11 24H2,Marketing,Raleigh,Not Encrypted,Compliant,2026-07-04T17:00
LT-00490,NSR-LT-0490,User-181,Lenovo T14 Gen 4,Windows 11 23H2,IT,Charlotte,Not Encrypted,Compliant,2026-07-04T18:00
LT-00491,NSR-LT-0491,User-188,Lenovo T14 Gen 4,Windows 11 23H2,HR,Remote,Encrypted,Compliant,2026-07-04T19:00
LT-00492,NSR-LT-0492,User-195,HP EliteBook 840 G10,Windows 11 24H2,Operations,Raleigh,Encrypted,Compliant,2026-07-04T20:00
LT-00493,NSR-LT-0493,User-202,HP EliteBook 840 G10,Windows 11 24H2,Sales,Charlotte,Encrypted,Compliant,2026-07-04T21:00
LT-00494,NSR-LT-0494,User-209,Lenovo T14 Gen 4,Windows 11 23H2,Sales,Charlotte,Encrypted,Noncompliant,2026-07-04T22:00
LT-00495,NSR-LT-0495,User-216,HP EliteBook 840 G10,Windows 11 24H2,HR,Charlotte,Encrypted,Compliant,2026-07-04T23:00
LT-00496,NSR-LT-0496,User-223,HP EliteBook 840 G10,Windows 11 24H2,HR,Raleigh,Encrypted,Compliant,2026-07-05T00:00
LT-00497,NSR-LT-0497,User-230,Dell Latitude 5440,Windows 11 24H2,Marketing,Remote,Encrypted,Compliant,2026-07-05T01:00
LT-00498,NSR-LT-0498,User-237,HP EliteBook 840 G10,Windows 11 23H2,Finance,Remote,Encrypted,Compliant,2026-07-05T02:00
LT-00499,NSR-LT-0499,User-244,HP EliteBook 840 G10,Windows 11 23H2,Marketing,Raleigh,Encrypted,Compliant,2026-07-05T03:00
LT-00500,NSR-LT-0500,User-001,Dell Latitude 5440,Windows 11 24H2,HR,Remote,Encrypted,Compliant,2026-07-05T04:00
